Date;Seconds     ;Temperature (C)                         ;Specific Conductivity (µS/cm)           ;Total Dissolved Solids (ppt)            
11.07.2016 16:00;2160000;22.168;846.804;0.55
11.07.2016 16:15;2160900;22.153;851.25;0.553
11.07.2016 16:30;2161800;22.154;844.574;0.549
11.07.2016 16:45;2162700;22.162;842.257;0.547
11.07.2016 17:00;2163600;22.159;850.445;0.553
11.07.2016 17:15;2164500;22.137;845.703;0.55
11.07.2016 17:30;2165400;22.127;847.893;0.551
11.07.2016 17:45;2166300;22.119;845.509;0.55
11.07.2016 18:00;2167200;22.11;843.212;0.548
11.07.2016 18:15;2168100;22.095;845.755;0.55
11.07.2016 18:30;2169000;22.1;847.018;0.551
11.07.2016 18:45;2169900;22.098;848.691;0.552
11.07.2016 19:00;2170800;22.101;845.221;0.549
11.07.2016 19:15;2171700;22.088;847.256;0.551
11.07.2016 19:30;2172600;22.079;848.115;0.551
11.07.2016 19:45;2173500;22.077;846.438;0.55
11.07.2016 20:00;2174400;22.065;846.63;0.55
11.07.2016 20:15;2175300;22.05;847.49;0.551
11.07.2016 20:30;2176200;22.056;849.646;0.552
11.07.2016 20:45;2177100;22.043;847.884;0.551
11.07.2016 21:00;2178000;22.03;845.198;0.549
11.07.2016 21:15;2178900;22.02;846.406;0.55
11.07.2016 21:30;2179800;22.012;845.18;0.549
11.07.2016 21:45;2180700;22.013;847.457;0.551
11.07.2016 22:00;2181600;21.997;843.558;0.548
11.07.2016 22:15;2182500;21.993;844.311;0.549
11.07.2016 22:30;2183400;21.982;843.844;0.548
11.07.2016 22:45;2184300;21.983;841.596;0.547
11.07.2016 23:00;2185200;21.971;846.313;0.55
11.07.2016 23:15;2186100;21.97;845.299;0.549
11.07.2016 23:30;2187000;21.953;851.47;0.553
11.07.2016 23:45;2187900;21.942;853.491;0.555
12.07.2016 00:00;2188800;21.915;855.922;0.556
12.07.2016 00:15;2189700;21.893;846.658;0.55
12.07.2016 00:30;2190600;21.917;850.247;0.553
12.07.2016 00:45;2191500;21.912;844.77;0.549
12.07.2016 01:00;2192400;21.895;851.589;0.554
12.07.2016 01:15;2193300;21.897;838.712;0.545
12.07.2016 01:30;2194200;21.896;834.806;0.543
12.07.2016 01:45;2195100;21.893;839.378;0.546
12.07.2016 02:00;2196000;21.881;830.509;0.54
12.07.2016 02:15;2196900;21.887;844.981;0.549
12.07.2016 02:30;2197800;21.881;842.304;0.547
12.07.2016 02:45;2198700;21.871;840.541;0.546
12.07.2016 03:00;2199600;21.869;850.994;0.553
12.07.2016 03:15;2200500;21.863;839.665;0.546
12.07.2016 03:30;2201400;21.875;825.879;0.537
12.07.2016 03:45;2202300;21.861;839.246;0.546
12.07.2016 04:00;2203200;21.851;838.598;0.545
12.07.2016 04:15;2204100;21.855;840.141;0.546
12.07.2016 04:30;2205000;21.851;834.683;0.543
12.07.2016 04:45;2205900;21.856;833.1;0.542
12.07.2016 05:00;2206800;21.859;835.24;0.543
12.07.2016 05:15;2207700;21.858;837.514;0.544
12.07.2016 05:30;2208600;21.855;837.629;0.544
12.07.2016 05:45;2209500;21.866;834.462;0.542
12.07.2016 06:00;2210400;21.868;839.853;0.546
12.07.2016 06:15;2211300;21.863;844.077;0.549
12.07.2016 06:30;2212200;21.854;841.262;0.547
12.07.2016 06:45;2213100;21.874;840.054;0.546
12.07.2016 07:00;2214000;21.87;843.259;0.548
12.07.2016 07:15;2214900;21.857;843.097;0.548
12.07.2016 07:30;2215800;21.865;847.187;0.551
12.07.2016 07:45;2216700;21.842;848.361;0.551
12.07.2016 08:00;2217600;21.812;850.604;0.553
12.07.2016 08:15;2218500;21.827;845.46;0.55
12.07.2016 08:30;2219400;21.807;847.819;0.551
12.07.2016 08:45;2220300;21.773;850.107;0.553
12.07.2016 09:00;2221200;21.762;850.711;0.553
12.07.2016 09:15;2222100;21.822;843.962;0.549
12.07.2016 09:30;2223000;21.903;843.721;0.548
12.07.2016 09:45;2223900;21.884;847.945;0.551
12.07.2016 10:00;2224800;21.918;850.71;0.553
12.07.2016 10:15;2225700;21.939;847.551;0.551
12.07.2016 10:30;2226600;21.951;844.722;0.549
12.07.2016 10:45;2227500;22.09;844.974;0.549
12.07.2016 11:00;2228400;22.099;846.365;0.55
12.07.2016 11:15;2229300;22.041;847.442;0.551
12.07.2016 11:30;2230200;22.119;845.469;0.55
12.07.2016 11:45;2231100;22.211;846.402;0.55
12.07.2016 12:00;2232000;22.198;848.271;0.551
12.07.2016 12:15;2232900;22.176;857.422;0.557
12.07.2016 12:30;2233800;22.187;853.207;0.555
12.07.2016 12:45;2234700;22.243;851.206;0.553
12.07.2016 13:00;2235600;22.206;854.5;0.555
12.07.2016 13:15;2236500;22.218;853.693;0.555
12.07.2016 13:30;2237400;22.231;846.036;0.55
12.07.2016 13:45;2238300;22.222;854.07;0.555
12.07.2016 14:00;2239200;22.269;853.577;0.555
12.07.2016 14:15;2240100;22.247;849.645;0.552
12.07.2016 14:30;2241000;22.281;853.833;0.555
12.07.2016 14:45;2241900;22.27;853.784;0.555
12.07.2016 15:00;2242800;22.293;851.287;0.553
12.07.2016 15:15;2243700;22.293;854.816;0.556
12.07.2016 15:30;2244600;22.297;848.995;0.552
12.07.2016 15:45;2245500;22.291;848.758;0.552
12.07.2016 16:00;2246400;22.301;848.573;0.552
12.07.2016 16:15;2247300;22.312;847.499;0.551
12.07.2016 16:30;2248200;22.31;847.802;0.551
12.07.2016 16:45;2249100;22.316;847.844;0.551
12.07.2016 17:00;2250000;22.321;848.458;0.551
12.07.2016 17:15;2250900;22.314;847.573;0.551
12.07.2016 17:30;2251800;22.287;848.397;0.551
12.07.2016 17:45;2252700;22.269;847.808;0.551
12.07.2016 18:00;2253600;22.263;843.155;0.548
12.07.2016 18:15;2254500;22.217;851.958;0.554
12.07.2016 18:30;2255400;22.21;850.428;0.553
12.07.2016 18:45;2256300;22.204;853.399;0.555
12.07.2016 19:00;2257200;22.177;848.167;0.551
12.07.2016 19:15;2258100;22.161;852.801;0.554
12.07.2016 19:30;2259000;22.178;848.163;0.551
12.07.2016 19:45;2259900;22.159;846.199;0.55
12.07.2016 20:00;2260800;22.156;847.358;0.551
12.07.2016 20:15;2261700;22.147;852.135;0.554
12.07.2016 20:30;2262600;22.146;850.005;0.553
12.07.2016 20:45;2263500;22.117;853.219;0.555
12.07.2016 21:00;2264400;22.089;849.628;0.552
12.07.2016 21:15;2265300;22.093;852.519;0.554
12.07.2016 21:30;2266200;22.082;853.001;0.554
12.07.2016 21:45;2267100;22.073;846.823;0.55
12.07.2016 22:00;2268000;22.068;854.424;0.555
12.07.2016 22:15;2268900;22.037;846.842;0.55
12.07.2016 22:30;2269800;22.034;845.245;0.549
12.07.2016 22:45;2270700;22.016;850.334;0.553
12.07.2016 23:00;2271600;22.006;849.848;0.552
12.07.2016 23:15;2272500;22.005;849.123;0.552
12.07.2016 23:30;2273400;21.984;849.336;0.552
12.07.2016 23:45;2274300;21.972;845.914;0.55
13.07.2016 00:00;2275200;21.968;849.44;0.552
13.07.2016 00:15;2276100;21.947;851.898;0.554
13.07.2016 00:30;2277000;21.938;842.293;0.547
13.07.2016 00:45;2277900;21.923;831.875;0.541
13.07.2016 01:00;2278800;21.891;839.699;0.546
13.07.2016 01:15;2279700;21.879;842.029;0.547
13.07.2016 01:30;2280600;21.87;815.556;0.53
13.07.2016 01:45;2281500;21.855;844.732;0.549
13.07.2016 02:00;2282400;21.836;853.607;0.555
13.07.2016 02:15;2283300;21.829;827.596;0.538
13.07.2016 02:30;2284200;21.81;843.329;0.548
13.07.2016 02:45;2285100;21.794;849.994;0.552
13.07.2016 03:00;2286000;21.78;853.115;0.555
13.07.2016 03:15;2286900;21.768;840.548;0.546
13.07.2016 03:30;2287800;21.763;830.699;0.54
13.07.2016 03:45;2288700;21.746;828.043;0.538
13.07.2016 04:00;2289600;21.738;827.035;0.538
13.07.2016 04:15;2290500;21.735;823.942;0.536
13.07.2016 04:30;2291400;21.719;835.605;0.543
13.07.2016 04:45;2292300;21.716;840.134;0.546
13.07.2016 05:00;2293200;21.708;820.525;0.533
13.07.2016 05:15;2294100;21.7;828.027;0.538
13.07.2016 05:30;2295000;21.674;844.279;0.549
13.07.2016 05:45;2295900;21.655;832.273;0.541
13.07.2016 06:00;2296800;21.648;827.411;0.538
13.07.2016 06:15;2297700;21.645;832.008;0.541
13.07.2016 06:30;2298600;21.635;857.726;0.558
13.07.2016 06:45;2299500;21.633;827.18;0.538
13.07.2016 07:00;2300400;21.647;839.304;0.546
13.07.2016 07:15;2301300;21.637;838.769;0.545
13.07.2016 07:30;2302200;21.621;839.317;0.546
13.07.2016 07:45;2303100;21.625;830.977;0.54
13.07.2016 08:00;2304000;21.65;829.959;0.539
13.07.2016 08:15;2304900;21.681;828.608;0.539
13.07.2016 08:30;2305800;21.722;824.839;0.536
13.07.2016 08:45;2306700;21.772;821.019;0.534
13.07.2016 09:00;2307600;21.864;830.102;0.54
13.07.2016 09:15;2308500;21.872;835.017;0.543
13.07.2016 09:30;2309400;21.866;839.634;0.546
13.07.2016 09:45;2310300;21.84;836.176;0.544
13.07.2016 10:00;2311200;21.831;826.607;0.537
13.07.2016 10:15;2312100;21.795;833.777;0.542
13.07.2016 10:30;2313000;21.725;836.151;0.543
13.07.2016 10:45;2313900;21.806;849.701;0.552
13.07.2016 11:00;2314800;21.739;848.796;0.552
13.07.2016 11:15;2315700;21.712;835.661;0.543
13.07.2016 11:30;2316600;21.649;811.251;0.527
13.07.2016 11:45;2317500;21.71;801.486;0.521
13.07.2016 12:00;2318400;21.685;802.86;0.522
13.07.2016 12:15;2319300;21.304;823.167;0.535
13.07.2016 12:30;2320200;21.118;805.789;0.524
13.07.2016 12:45;2321100;20.825;774.498;0.503
13.07.2016 13:00;2322000;20.676;731.263;0.475
13.07.2016 13:15;2322900;20.824;747.048;0.486
13.07.2016 13:30;2323800;20.805;729.575;0.474
13.07.2016 13:45;2324700;20.588;665.887;0.433
13.07.2016 14:00;2325600;20.438;638.811;0.415
13.07.2016 14:15;2326500;20.303;608.002;0.395
13.07.2016 14:45;2328300;20.313;588.488;0.383
13.07.2016 15:00;2329200;20.364;587.799;0.382
13.07.2016 15:15;2330100;20.473;588.874;0.383
13.07.2016 15:30;2331000;20.477;593.508;0.386
13.07.2016 15:45;2331900;20.555;603.368;0.392
13.07.2016 16:00;2332800;20.567;611.839;0.398
13.07.2016 16:15;2333700;20.718;631.531;0.41
13.07.2016 16:30;2334600;20.885;650.762;0.423
13.07.2016 16:45;2335500;20.816;647.161;0.421
13.07.2016 17:00;2336400;20.972;667.19;0.434
13.07.2016 17:15;2337300;21.149;694.642;0.452
13.07.2016 17:30;2338200;21.271;715.205;0.465
13.07.2016 17:45;2339100;21.385;730.818;0.475
13.07.2016 18:00;2340000;21.422;740.434;0.481
13.07.2016 18:15;2340900;21.554;767.079;0.499
13.07.2016 18:30;2341800;21.567;770.551;0.501
13.07.2016 18:45;2342700;21.613;778.357;0.506
13.07.2016 19:00;2343600;21.647;783.063;0.509
13.07.2016 19:15;2344500;21.734;792.325;0.515
13.07.2016 19:45;2346300;21.686;794.105;0.516
13.07.2016 20:00;2347200;21.812;803.465;0.522
13.07.2016 20:15;2348100;21.787;803.975;0.523
13.07.2016 20:30;2349000;21.816;811.93;0.528
13.07.2016 20:45;2349900;21.836;815.325;0.53
13.07.2016 21:00;2350800;21.822;816.29;0.531
13.07.2016 21:15;2351700;21.843;817.636;0.531
13.07.2016 21:30;2352600;21.814;817.47;0.531
13.07.2016 21:45;2353500;21.829;817.94;0.532
13.07.2016 22:00;2354400;21.795;817.939;0.532
13.07.2016 22:15;2355300;21.791;819.028;0.532
13.07.2016 22:30;2356200;21.8;819.188;0.532
13.07.2016 22:45;2357100;21.805;819.65;0.533
13.07.2016 23:00;2358000;21.759;819.684;0.533
13.07.2016 23:15;2358900;21.771;821.243;0.534
13.07.2016 23:30;2359800;21.727;820.913;0.534
13.07.2016 23:45;2360700;21.719;822.263;0.534
14.07.2016 00:00;2361600;21.719;822.095;0.534
14.07.2016 00:15;2362500;21.742;822.344;0.535
14.07.2016 00:30;2363400;21.696;823.33;0.535
14.07.2016 00:45;2364300;21.676;824.705;0.536
14.07.2016 01:00;2365200;21.636;824.693;0.536
14.07.2016 01:15;2366100;21.651;825.859;0.537
14.07.2016 01:30;2367000;21.618;823.876;0.536
14.07.2016 01:45;2367900;21.608;824.844;0.536
14.07.2016 02:00;2368800;21.608;823.946;0.536
14.07.2016 02:15;2369700;21.609;822.938;0.535
14.07.2016 02:30;2370600;21.58;822.537;0.535
14.07.2016 02:45;2371500;21.565;822.448;0.535
14.07.2016 03:00;2372400;21.553;822.475;0.535
14.07.2016 03:15;2373300;21.507;821.944;0.534
14.07.2016 03:30;2374200;21.502;820.153;0.533
14.07.2016 03:45;2375100;21.493;819.426;0.533
14.07.2016 04:00;2376000;21.476;817.97;0.532
14.07.2016 04:15;2376900;21.475;816.994;0.531
14.07.2016 04:30;2377800;21.48;816.109;0.53
14.07.2016 04:45;2378700;21.459;816.373;0.531
14.07.2016 05:00;2379600;21.443;816.637;0.531
14.07.2016 05:15;2380500;21.427;815.703;0.53
14.07.2016 05:30;2381400;21.412;815.757;0.53
14.07.2016 05:45;2382300;21.395;816.407;0.531
14.07.2016 06:00;2383200;21.395;817.099;0.531
14.07.2016 06:15;2384100;21.373;815.21;0.53
14.07.2016 06:30;2385000;21.352;808.766;0.526
14.07.2016 06:45;2385900;21.322;806.697;0.524
14.07.2016 07:00;2386800;21.292;809.385;0.526
14.07.2016 07:15;2387700;21.261;809.425;0.526
14.07.2016 07:30;2388600;21.249;809.142;0.526
14.07.2016 07:45;2389500;21.251;807.511;0.525
14.07.2016 08:00;2390400;21.233;808.095;0.525
14.07.2016 08:15;2391300;21.257;805.955;0.524
14.07.2016 08:30;2392200;21.245;806.217;0.524
14.07.2016 08:45;2393100;21.245;804.307;0.523
14.07.2016 09:00;2394000;21.247;802.813;0.522
14.07.2016 09:15;2394900;21.225;800.005;0.52
14.07.2016 09:30;2395800;21.222;797.199;0.518
14.07.2016 09:45;2396700;21.223;797.366;0.518
14.07.2016 10:00;2397600;21.225;795.95;0.517
14.07.2016 10:15;2398500;21.202;798.605;0.519
14.07.2016 10:30;2399400;21.192;797.734;0.519
14.07.2016 10:45;2400300;21.186;796.43;0.518
14.07.2016 11:00;2401200;21.159;796.055;0.517
14.07.2016 11:15;2402100;21.17;792.534;0.515
14.07.2016 11:30;2403000;21.158;792.3;0.515
14.07.2016 11:45;2403900;21.137;792.945;0.515
14.07.2016 12:00;2404800;21.134;793.304;0.516
14.07.2016 12:15;2405700;21.094;793.355;0.516
14.07.2016 12:30;2406600;21.107;792.328;0.515
14.07.2016 12:45;2407500;21.099;792.833;0.515
14.07.2016 13:00;2408400;21.086;792.662;0.515
14.07.2016 13:15;2409300;21.1;793.152;0.516
14.07.2016 13:30;2410200;21.07;794.338;0.516
14.07.2016 13:45;2411100;21.065;794.816;0.517
14.07.2016 14:00;2412000;21.069;794.694;0.517
14.07.2016 14:15;2412900;21.079;795.445;0.517
14.07.2016 14:30;2413800;21.059;796.63;0.518
14.07.2016 14:45;2414700;21.047;796.785;0.518
14.07.2016 15:00;2415600;21.044;797.035;0.518
14.07.2016 15:15;2416500;21.042;796.253;0.518
14.07.2016 15:30;2417400;21.044;796.687;0.518
14.07.2016 15:45;2418300;21.079;797.59;0.518
14.07.2016 16:00;2419200;21.063;797.698;0.519
14.07.2016 16:15;2420100;21.02;799.167;0.519
14.07.2016 16:30;2421000;21.023;799.619;0.52
14.07.2016 16:45;2421900;21.019;798.897;0.519
14.07.2016 17:00;2422800;21.024;798.407;0.519
14.07.2016 17:15;2423700;21.005;798.798;0.519
14.07.2016 17:30;2424600;20.979;798.632;0.519
14.07.2016 17:45;2425500;20.972;797.704;0.519
14.07.2016 18:00;2426400;20.974;797.1;0.518
14.07.2016 18:15;2427300;20.932;796.7;0.518
14.07.2016 18:30;2428200;20.915;795.68;0.517
14.07.2016 18:45;2429100;20.881;795.077;0.517
14.07.2016 19:00;2430000;20.89;794.429;0.516
14.07.2016 19:15;2430900;20.861;794.579;0.516
14.07.2016 19:30;2431800;20.844;793.847;0.516
14.07.2016 19:45;2432700;20.826;793.601;0.516
14.07.2016 20:00;2433600;20.805;793.292;0.516
14.07.2016 20:15;2434500;20.773;792.029;0.515
14.07.2016 20:30;2435400;20.749;791.882;0.515
14.07.2016 20:45;2436300;20.743;792.559;0.515
14.07.2016 21:00;2437200;20.706;792.175;0.515
14.07.2016 21:15;2438100;20.684;791.666;0.515
14.07.2016 21:30;2439000;20.661;790.31;0.514
14.07.2016 21:45;2439900;20.649;790.478;0.514
14.07.2016 22:00;2440800;20.625;791.157;0.514
14.07.2016 22:15;2441700;20.589;791.086;0.514
14.07.2016 22:30;2442600;20.576;791.274;0.514
14.07.2016 22:45;2443500;20.572;790.419;0.514
14.07.2016 23:00;2444400;20.541;790.451;0.514
14.07.2016 23:15;2445300;20.54;786.124;0.511
14.07.2016 23:30;2446200;20.552;781.014;0.508
14.07.2016 23:45;2447100;20.527;785.998;0.511
15.07.2016 00:00;2448000;20.495;786.403;0.511
15.07.2016 00:15;2448900;20.474;785.471;0.511
15.07.2016 00:30;2449800;20.445;785.631;0.511
15.07.2016 00:45;2450700;20.421;786.457;0.511
15.07.2016 01:00;2451600;20.413;781.367;0.508
15.07.2016 01:15;2452500;20.402;779.392;0.507
15.07.2016 01:30;2453400;20.374;789.353;0.513
15.07.2016 01:45;2454300;20.347;785.777;0.511
15.07.2016 02:00;2455200;20.315;786.628;0.511
15.07.2016 02:15;2456100;20.28;794.003;0.516
15.07.2016 02:30;2457000;20.278;794.446;0.516
15.07.2016 02:45;2457900;20.245;792.312;0.515
15.07.2016 03:00;2458800;20.236;793.294;0.516
15.07.2016 03:15;2459700;20.225;792.996;0.515
15.07.2016 03:30;2460600;20.191;789.605;0.513
15.07.2016 03:45;2461500;20.196;789.305;0.513
15.07.2016 04:00;2462400;20.161;797.76;0.519
15.07.2016 04:15;2463300;20.153;788.936;0.513
15.07.2016 04:30;2464200;20.132;790.218;0.514
15.07.2016 04:45;2465100;20.114;791.016;0.514
15.07.2016 05:00;2466000;20.118;792.17;0.515
15.07.2016 05:15;2466900;20.082;791.148;0.514
15.07.2016 05:30;2467800;20.079;790.193;0.514
15.07.2016 05:45;2468700;20.048;791.662;0.515
15.07.2016 06:00;2469600;20.028;787.118;0.512
15.07.2016 06:15;2470500;20.015;790.9;0.514
15.07.2016 06:30;2471400;20.017;794.838;0.517
15.07.2016 06:45;2472300;20.006;792.114;0.515
15.07.2016 07:00;2473200;20.007;790.303;0.514
15.07.2016 07:15;2474100;19.984;790.097;0.514
15.07.2016 07:30;2475000;19.99;787.526;0.512
15.07.2016 07:45;2475900;19.974;784.273;0.51
15.07.2016 08:00;2476800;19.992;792.461;0.515
15.07.2016 08:15;2477700;19.981;796.133;0.517
15.07.2016 08:30;2478600;19.986;788.569;0.513
15.07.2016 08:45;2479500;19.988;792.09;0.515
15.07.2016 09:00;2480400;19.997;792.013;0.515
15.07.2016 09:15;2481300;19.961;789.137;0.513
15.07.2016 09:30;2482200;19.954;797.111;0.518
15.07.2016 09:45;2483100;19.964;791.312;0.514
15.07.2016 10:00;2484000;19.957;788.94;0.513
15.07.2016 10:15;2484900;19.959;786.773;0.511
15.07.2016 10:30;2485800;19.967;796.474;0.518
15.07.2016 10:45;2486700;19.951;797.923;0.519
15.07.2016 11:00;2487600;19.957;789.828;0.513
15.07.2016 11:15;2488500;19.951;798.986;0.519
15.07.2016 11:30;2489400;19.941;784.5;0.51
15.07.2016 11:45;2490300;19.956;785.18;0.51
15.07.2016 12:00;2491200;19.953;786.71;0.511
15.07.2016 12:15;2492100;19.943;792.632;0.515
15.07.2016 12:30;2493000;19.931;786.865;0.511
15.07.2016 12:45;2493900;19.917;790.046;0.514
15.07.2016 13:00;2494800;19.922;775.993;0.504
15.07.2016 13:15;2495700;19.905;789.778;0.513
15.07.2016 13:30;2496600;19.914;801.773;0.521
15.07.2016 13:45;2497500;19.932;790.742;0.514
15.07.2016 14:00;2498400;19.932;780.276;0.507
15.07.2016 14:15;2499300;19.985;787.544;0.512
15.07.2016 14:30;2500200;19.996;780.138;0.507
15.07.2016 14:45;2501100;20.004;781.699;0.508
15.07.2016 15:00;2502000;19.994;790.003;0.514
15.07.2016 15:15;2502900;20.002;797.388;0.518
15.07.2016 15:30;2503800;19.977;788.07;0.512
15.07.2016 15:45;2504700;19.976;794.402;0.516
15.07.2016 16:00;2505600;19.99;801.387;0.521
15.07.2016 16:15;2506500;19.985;788.928;0.513
15.07.2016 16:30;2507400;20.012;793.657;0.516
15.07.2016 16:45;2508300;20.01;800.992;0.521
15.07.2016 17:00;2509200;20.005;804.598;0.523
15.07.2016 17:15;2510100;20.012;784.187;0.51
15.07.2016 17:30;2511000;20.01;803.297;0.522
15.07.2016 17:45;2511900;19.986;793.362;0.516
15.07.2016 18:00;2512800;19.981;814.273;0.529
15.07.2016 18:15;2513700;19.966;801.688;0.521
15.07.2016 18:30;2514600;19.95;807.348;0.525
15.07.2016 18:45;2515500;19.959;813.319;0.529
15.07.2016 19:00;2516400;19.95;797.725;0.519
15.07.2016 19:15;2517300;19.931;797.906;0.519
15.07.2016 19:30;2518200;19.929;813.06;0.528
15.07.2016 19:45;2519100;19.936;801.5;0.521
15.07.2016 20:00;2520000;19.925;803.334;0.522
15.07.2016 20:15;2520900;19.926;799.904;0.52
15.07.2016 20:30;2521800;19.913;801.601;0.521
15.07.2016 20:45;2522700;19.888;793.902;0.516
15.07.2016 21:00;2523600;19.885;800.085;0.52
15.07.2016 21:15;2524500;19.89;803.925;0.523
15.07.2016 21:30;2525400;19.856;804.316;0.523
15.07.2016 21:45;2526300;19.848;804.078;0.523
15.07.2016 22:00;2527200;19.856;803.488;0.522
15.07.2016 22:15;2528100;19.86;802.649;0.522
15.07.2016 22:30;2529000;19.853;803.52;0.522
15.07.2016 22:45;2529900;19.824;806.851;0.524
15.07.2016 23:00;2530800;19.801;806.695;0.524
15.07.2016 23:15;2531700;19.797;806.485;0.524
15.07.2016 23:30;2532600;19.773;807.017;0.525
15.07.2016 23:45;2533500;19.784;809.482;0.526
16.07.2016 00:00;2534400;19.756;804.803;0.523
16.07.2016 00:15;2535300;19.745;808.724;0.526
16.07.2016 00:30;2536200;19.733;809.839;0.526
16.07.2016 00:45;2537100;19.711;809.217;0.526
16.07.2016 01:00;2538000;19.662;809.11;0.526
16.07.2016 01:15;2538900;19.645;810.824;0.527
16.07.2016 01:30;2539800;19.645;812.902;0.528
16.07.2016 01:45;2540700;19.63;813.229;0.529
16.07.2016 02:00;2541600;19.587;812.163;0.528
16.07.2016 02:15;2542500;19.579;812.316;0.528
16.07.2016 02:30;2543400;19.583;815.164;0.53
16.07.2016 02:45;2544300;19.533;813.527;0.529
16.07.2016 03:00;2545200;19.534;813.432;0.529
16.07.2016 03:15;2546100;19.515;814.414;0.529
16.07.2016 03:30;2547000;19.487;815.098;0.53
16.07.2016 03:45;2547900;19.475;815.079;0.53
16.07.2016 04:00;2548800;19.464;813.321;0.529
16.07.2016 04:15;2549700;19.445;813.218;0.529
16.07.2016 04:30;2550600;19.437;813.836;0.529
16.07.2016 04:45;2551500;19.44;813.894;0.529
16.07.2016 05:00;2552400;19.443;816.835;0.531
16.07.2016 05:15;2553300;19.411;814.506;0.529
16.07.2016 05:30;2554200;19.424;814.456;0.529
16.07.2016 05:45;2555100;19.416;813.883;0.529
16.07.2016 06:00;2556000;19.402;813.661;0.529
16.07.2016 06:15;2556900;19.422;812.954;0.528
16.07.2016 06:30;2557800;19.42;812.71;0.528
16.07.2016 06:45;2558700;19.395;812.699;0.528
16.07.2016 07:00;2559600;19.435;812.21;0.528
16.07.2016 07:15;2560500;19.439;812.73;0.528
16.07.2016 07:30;2561400;19.486;812.521;0.528
16.07.2016 07:45;2562300;19.499;812.279;0.528
16.07.2016 08:00;2563200;19.561;811.621;0.528
16.07.2016 08:15;2564100;19.574;811.428;0.527
16.07.2016 08:30;2565000;19.601;812.46;0.528
16.07.2016 08:45;2565900;19.678;812.217;0.528
16.07.2016 09:00;2566800;19.694;812.304;0.528
16.07.2016 09:15;2567700;19.794;812.719;0.528
16.07.2016 09:30;2568600;19.776;814.593;0.529
16.07.2016 09:45;2569500;19.781;815.369;0.53
16.07.2016 10:00;2570400;19.864;815.323;0.53
16.07.2016 10:15;2571300;19.908;814.765;0.53
16.07.2016 10:30;2572200;19.946;816.4;0.531
16.07.2016 10:45;2573100;19.967;817.45;0.531
16.07.2016 11:00;2574000;19.99;818.346;0.532
16.07.2016 11:15;2574900;20.015;818.822;0.532
16.07.2016 11:30;2575800;20.083;819.463;0.533
16.07.2016 11:45;2576700;20.135;819.907;0.533
16.07.2016 12:00;2577600;20.134;819.502;0.533
16.07.2016 12:15;2578500;20.182;819.445;0.533
16.07.2016 12:30;2579400;20.239;817.813;0.532
16.07.2016 12:45;2580300;20.247;819.074;0.532
16.07.2016 13:00;2581200;20.323;816.395;0.531
16.07.2016 13:15;2582100;20.306;817.948;0.532
16.07.2016 13:30;2583000;20.358;818.594;0.532
16.07.2016 13:45;2583900;20.387;818.935;0.532
16.07.2016 14:00;2584800;20.469;818.562;0.532
16.07.2016 14:15;2585700;20.514;821.056;0.534
16.07.2016 14:30;2586600;20.476;819.657;0.533
16.07.2016 14:45;2587500;20.559;820.855;0.534
16.07.2016 15:00;2588400;20.546;820.668;0.533
16.07.2016 15:15;2589300;20.488;819.078;0.532
16.07.2016 15:30;2590200;20.483;819.579;0.533
16.07.2016 15:45;2591100;20.487;819.294;0.533
16.07.2016 16:00;2592000;20.494;818.046;0.532
16.07.2016 16:15;2592900;20.487;818.609;0.532
16.07.2016 16:30;2593800;20.493;818.652;0.532
16.07.2016 16:45;2594700;20.524;818.974;0.532
16.07.2016 17:00;2595600;20.529;818.403;0.532
16.07.2016 17:15;2596500;20.532;819.39;0.533
16.07.2016 17:30;2597400;20.54;819.263;0.533
16.07.2016 17:45;2598300;20.52;819.442;0.533
16.07.2016 18:00;2599200;20.517;819.474;0.533
16.07.2016 18:15;2600100;20.514;819.932;0.533
16.07.2016 18:30;2601000;20.5;820.756;0.533
16.07.2016 18:45;2601900;20.488;821.379;0.534
16.07.2016 19:00;2602800;20.471;821.19;0.534
16.07.2016 19:15;2603700;20.465;821.392;0.534
16.07.2016 19:30;2604600;20.449;821.597;0.534
16.07.2016 19:45;2605500;20.432;823.096;0.535
16.07.2016 20:00;2606400;20.416;823.734;0.535
16.07.2016 20:15;2607300;20.409;824.225;0.536
16.07.2016 20:30;2608200;20.399;823.779;0.535
16.07.2016 20:45;2609100;20.381;823.372;0.535
16.07.2016 21:00;2610000;20.379;824.27;0.536
16.07.2016 21:15;2610900;20.353;823.852;0.536
16.07.2016 21:30;2611800;20.335;821.998;0.534
16.07.2016 21:45;2612700;20.33;820.609;0.533
16.07.2016 22:00;2613600;20.313;820.21;0.533
16.07.2016 22:15;2614500;20.304;820.225;0.533
16.07.2016 22:30;2615400;20.285;820.148;0.533
16.07.2016 22:45;2616300;20.272;819.692;0.533
16.07.2016 23:00;2617200;20.263;818.55;0.532
16.07.2016 23:15;2618100;20.259;817.455;0.531
16.07.2016 23:30;2619000;20.26;818.733;0.532
16.07.2016 23:45;2619900;20.244;819.001;0.532
17.07.2016 00:00;2620800;20.238;819.272;0.533
17.07.2016 00:15;2621700;20.234;819.356;0.533
17.07.2016 00:30;2622600;20.219;819.441;0.533
17.07.2016 00:45;2623500;20.22;819.37;0.533
17.07.2016 01:00;2624400;20.219;819.488;0.533
17.07.2016 01:15;2625300;20.207;819.737;0.533
